year,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,No_products
27/01/15,Quarter4,finishing ,Tuesday,6,0.8,2.9,,960,0,0,0,0,8,0.6225,824.2758621
27/01/15,Quarter4,sweing,Tuesday,5,0.5,20.79,1455,6960,30,0,0,0,58,0.500035345,669.6000002
27/01/15,Quarter4,sweing,Tuesday,11,0.5,48.18,1282,6480,23,0,0,0,54,0.37046657,199.3045557
28/01/15,Quarter4,sweing,Wednesday,2,0.8,22.52,1559,6840,90,0,0,0,57,1.000230409,1215.2
28/01/15,Quarter4,sweing,Wednesday,3,0.8,22.52,1350,6840,113,0,0,0,57,1.000230409,1215.2
28/01/15,Quarter4,finishing ,Wednesday,6,0.35,2.9,,1800,0,0,0,0,15,0.977555556,2427.034484
28/01/15,Quarter4,finishing ,Wednesday,1,0.75,3.94,,1200,0,0,0,0,10,0.9456,1152
28/01/15,Quarter4,finishing ,Wednesday,2,0.8,3.94,,1800,0,0,0,0,15,0.902222222,1648.730964
28/01/15,Quarter4,sweing,Wednesday,10,0.8,22.52,1175,6720,60,0,0,0,56,0.850532143,1015.2
28/01/15,Quarter4,sweing,Wednesday,1,0.75,22.94,1868,6960,81,0,0,0,58,0.850362069,1032
28/01/15,Quarter4,finishing ,Wednesday,10,0.8,3.94,,1200,0,0,0,0,10,0.840533333,1024
28/01/15,Quarter4,sweing,Wednesday,5,0.6,20.79,1045,6960,88,0,0,0,58,0.800534483,1072
28/01/15,Quarter4,sweing,Wednesday,4,0.8,22.52,1342,6780,50,0,0,0,56.5,0.800489676,964.0000006
28/01/15,Quarter4,finishing ,Wednesday,12,0.75,4.08,,1080,0,0,0,0,9,0.755555556,800.0000005
28/01/15,Quarter4,sweing,Wednesday,9,0.7,29.12,1340,6960,63,0,0,0,58,0.750593103,717.5999996
28/01/15,Quarter4,sweing,Wednesday,12,0.75,15.26,1429,3600,45,0,0,0,35,0.750283333,796.4999996
28/01/15,Quarter4,finishing ,Wednesday,4,0.8,4.3,,1440,0,0,0,0,12,0.722638889,968.0000001
28/01/15,Quarter4,finishing ,Wednesday,8,0.65,4.15,,960,0,0,0,0,8,0.553333333,511.9999997
28/01/15,Quarter4,sweing,Wednesday,11,0.5,20.1,1413,5880,46,0,0,0,54,0.500567308,630.565385
28/01/15,Quarter4,sweing,Wednesday,8,0.7,38.09,336,6240,0,0,0,0,52,0.467693269,306.4747701
28/01/15,Quarter4,sweing,Wednesday,6,0.35,18.79,511,1800,23,0,0,0,32,0.437995338,310.4895105
28/01/15,Quarter4,finishing ,Wednesday,7,0.6,3.94,,960,0,0,0,0,8,0.406354167,396.0406095
28/01/15,Quarter4,sweing,Wednesday,7,0.6,23.54,958,6600,0,0,0,0,55,0.285333333,319.9999996
28/01/15,Quarter4,finishing ,Wednesday,11,0.5,2.9,,960,0,0,0,0,8,0.259375,343.4482759
29/01/15,Quarter5,sweing,Thursday,2,0.8,22.52,1416,6840,113,0,0,0,57,1.000230409,1215.2
29/01/15,Quarter5,finishing ,Thursday,4,0.8,4.3,,1200,0,0,0,0,10,0.989,1104
29/01/15,Quarter5,sweing,Thursday,3,0.8,22.52,1287,6840,100,0,0,0,57,0.950185965,1154.4
29/01/15,Quarter5,sweing,Thursday,4,0.8,22.52,1444,6900,88,0,0,0,57.5,0.9008,1104
29/01/15,Quarter5,sweing,Thursday,10,0.8,22.52,1088,6720,88,0,0,0,56,0.900129762,1074.4
29/01/15,Quarter5,finishing ,Thursday,6,0.5,2.9,,1200,0,0,0,0,10,0.899,1488
29/01/15,Quarter5,finishing ,Thursday,8,0.65,4.15,,960,0,0,0,0,8,0.877552083,811.9999997
29/01/15,Quarter5,finishing ,Thursday,11,0.6,2.9,,960,0,0,0,0,8,0.864583333,1144.827586
29/01/15,Quarter5,finishing ,Thursday,10,0.8,3.94,,1200,0,0,0,0,10,0.85695,1044
29/01/15,Quarter5,finishing ,Thursday,1,0.75,3.94,,1200,0,0,0,0,10,0.853666667,1040
29/01/15,Quarter5,sweing,Thursday,1,0.75,22.94,1579,6960,81,0,0,0,58,0.850362069,1032
29/01/15,Quarter5,sweing,Thursday,9,0.7,29.12,1170,6960,53,0,0,0,58,0.850170115,812.8000001
29/01/15,Quarter5,sweing,Thursday,5,0.65,20.79,1015,7080,81,0,0,0,59,0.800473729,1090.4
29/01/15,Quarter5,finishing ,Thursday,2,0.8,3.94,,1200,0,0,0,0,10,0.773333333,942.1319793
29/01/15,Quarter5,sweing,Thursday,12,0.75,15.26,1436,4200,45,0,0,0,35,0.750646667,826.4000004
29/01/15,Quarter5,finishing ,Thursday,12,0.75,4.08,,1080,0,0,0,0,9,0.634666667,672.0000004
29/01/15,Quarter5,sweing,Thursday,11,0.6,20.1,1601,4320,46,0,0,0,51,0.60059761,677.6892435
29/01/15,Quarter5,sweing,Thursday,6,0.5,18.79,717,3960,23,0,0,0,33,0.500117677,421.6000002
29/01/15,Quarter5,finishing ,Thursday,3,0.8,3.94,,960,0,0,0,0,8,0.4925,480
29/01/15,Quarter5,sweing,Thursday,7,0.65,23.54,830,6600,0,0,0,0,55,0.48792,547.2
31/01/15,Quarter5,sweing,Saturday,3,0.8,22.52,1136,6960,113,0,0,0,58,1.000457471,1236.8
31/01/15,Quarter5,sweing,Saturday,2,0.8,22.52,1397,6840,113,0,0,0,57,1.000230409,1215.2
31/01/15,Quarter5,finishing ,Saturday,2,0.8,3.94,,1200,0,0,0,0,10,0.971866667,1184
31/01/15,Quarter5,finishing ,Saturday,3,0.8,3.94,,960,0,0,0,0,8,0.971866667,947.2000003
31/01/15,Quarter5,finishing ,Saturday,4,0.8,3.94,,1200,0,0,0,0,10,0.971866667,1184
31/01/15,Quarter5,finishing ,Saturday,10,0.8,3.94,,1200,0,0,0,0,10,0.971866667,1184
31/01/15,Quarter5,finishing ,Saturday,1,0.75,3.94,,1800,0,0,0,0,15,0.971866667,1776.000001
31/01/15,Quarter5,finishing ,Saturday,9,0.75,3.94,,240,0,0,0,0,2,0.971866667,236.8000001
31/01/15,Quarter5,finishing ,Saturday,12,0.75,4.08,,1080,0,0,0,0,9,0.971866667,1029.035294
31/01/15,Quarter5,finishing ,Saturday,5,0.7,3.94,,240,0,0,0,0,2,0.971866667,236.8000001
31/01/15,Quarter5,finishing ,Saturday,7,0.7,3.94,,1200,0,0,0,0,10,0.971866667,1184
31/01/15,Quarter5,finishing ,Saturday,8,0.65,3.94,,960,0,0,0,0,8,0.971866667,947.2000003
31/01/15,Quarter5,finishing ,Saturday,11,0.65,3.94,,600,0,0,0,0,5,0.971866667,592.0000002
31/01/15,Quarter5,finishing ,Saturday,6,0.6,3.94,,1200,0,0,0,0,10,0.971866667,1184
31/01/15,Quarter5,sweing,Saturday,10,0.8,22.52,1116,6720,93,0,0,0,56,0.920236905,1098.4
31/01/15,Quarter5,sweing,Saturday,4,0.8,22.52,1432,6660,88,0,0,0,57.5,0.900537069,1094.08056
31/01/15,Quarter5,sweing,Saturday,9,0.75,29.12,1082,6840,81,0,0,0,57,0.850610526,799.1999997
31/01/15,Quarter5,sweing,Saturday,1,0.75,22.94,1502,6960,81,0,0,0,58,0.850362069,1032
31/01/15,Quarter5,sweing,Saturday,12,0.75,15.26,1209,4200,45,0,0,0,35,0.750646667,826.4000004
31/01/15,Quarter5,sweing,Saturday,5,0.7,50.89,282,5880,56,0,0,0,59,0.656763743,349.9986777
31/01/15,Quarter5,sweing,Saturday,11,0.65,20.1,1417,6480,49,0,0,0,54,0.650148148,838.3999998
31/01/15,Quarter5,sweing,Saturday,6,0.6,18.79,799,3960,23,0,0,0,33,0.600710606,506.3999999
31/01/15,Quarter5,sweing,Saturday,7,0.7,23.54,1109,6720,0,0,0,0,56,0.388830357,443.9999998
31/01/15,Quarter5,sweing,Saturday,8,0.5,23.54,1144,6480,0,0,0,0,54,0.286984568,316.0000001
01/02/15,Quarter1,finishing ,Sunday,8,0.65,4.15,,960,0,0,0,0,8,1.0115625,936
01/02/15,Quarter1,sweing,Sunday,2,0.8,22.52,1396,6900,113,0,0,0,57.5,1.000671304,1226.4
01/02/15,Quarter1,sweing,Sunday,1,0.8,22.94,1582,3060,113,0,0,0,58.5,1.000402055,1051.861271
01/02/15,Quarter1,finishing ,Sunday,1,0.75,3.94,,2280,0,0,0,0,19,0.950438596,2199.999999
01/02/15,Quarter1,sweing,Sunday,3,0.8,22.52,1124,6840,100,0,0,0,57,0.950185965,1154.4
01/02/15,Quarter1,finishing ,Sunday,2,0.8,3.94,,1200,0,0,0,0,10,0.912766667,1112
01/02/15,Quarter1,finishing ,Sunday,7,0.7,3.94,,2160,0,0,0,0,18,0.892194444,1956.487309
01/02/15,Quarter1,finishing ,Sunday,10,0.8,3.94,,1200,0,0,0,0,10,0.8865,1080
01/02/15,Quarter1,sweing,Sunday,10,0.8,22.52,1282,6720,75,0,0,0,56,0.850532143,1015.2
01/02/15,Quarter1,sweing,Sunday,4,0.8,22.52,1472,7020,60,0,0,0,58.5,0.85011396,1060
01/02/15,Quarter1,finishing ,Sunday,4,0.8,4.3,,1440,0,0,0,0,12,0.845069444,1131.999999
01/02/15,Quarter1,sweing,Sunday,9,0.75,29.12,1282,6960,45,0,0,0,58,0.750593103,717.5999996
01/02/15,Quarter1,sweing,Sunday,12,0.75,15.26,1276,1440,45,0,0,0,35,0.750450658,690.4539475
01/02/15,Quarter1,finishing ,Sunday,12,0.75,4.08,,1080,0,0,0,0,9,0.702666667,744.0000004
01/02/15,Quarter1,sweing,Sunday,11,0.7,20.1,1192,6120,75,0,0,0,54,0.700508929,890.7964291
01/02/15,Quarter1,sweing,Sunday,6,0.65,18.79,881,3960,26,0,0,0,33,0.651007071,548.8000002
01/02/15,Quarter1,sweing,Sunday,8,0.6,24.26,1196,6600,0,0,0,0,55,0.466821212,507.9999999
01/02/15,Quarter1,sweing,Sunday,7,0.7,24.26,1400,6720,0,0,0,0,56,0.411553571,455.9999995
01/02/15,Quarter1,finishing ,Sunday,6,0.6,2.9,,1200,0,0,0,0,10,0.314166667,520.0000006
02/02/15,Quarter1,sweing,Monday,1,0.8,22.94,16882,7020,113,0,0,0,58.5,1.000602279,1224.8
02/02/15,Quarter1,finishing ,Monday,9,0.75,3.94,,960,0,0,0,0,8,0.994270833,969.0355327
02/02/15,Quarter1,sweing,Monday,2,0.8,22.52,21385,7020,88,0,0,0,58.5,0.900158405,1122.400001
02/02/15,Quarter1,sweing,Monday,3,0.8,22.52,21266,6840,70,0,0,0,57,0.90014152,1093.599999
02/02/15,Quarter1,sweing,Monday,10,0.8,22.52,21540,6720,88,0,0,0,56,0.900129762,1074.4
02/02/15,Quarter1,finishing ,Monday,10,0.8,3.94,,1200,0,0,0,0,10,0.85695,1044
02/02/15,Quarter1,finishing ,Monday,4,0.8,4.3,,1440,0,0,0,0,12,0.809236111,1084
02/02/15,Quarter1,sweing,Monday,12,0.8,15.26,12261,3600,63,0,0,0,35,0.800401961,849.7058826
02/02/15,Quarter1,sweing,Monday,4,0.8,22.52,23122,5940,50,0,0,0,56.5,0.800393224,934.0290376
02/02/15,Quarter1,sweing,Monday,9,0.75,29.12,8992,6960,55,0,0,0,58,0.799963218,764.7999996
02/02/15,Quarter1,finishing ,Monday,12,0.75,4.08,,1080,0,0,0,0,9,0.740444444,783.9999995
02/02/15,Quarter1,sweing,Monday,11,0.7,20.55,9792,6480,60,0,0,0,54,0.700398148,883.4218976
02/02/15,Quarter1,sweing,Monday,6,0.7,18.79,2984,3960,30,0,0,0,33,0.700354545,590.3999996
02/02/15,Quarter1,finishing ,Monday,8,0.65,4.15,,960,0,0,0,0,8,0.561979167,520.0000003
02/02/15,Quarter1,finishing ,Monday,1,0.75,3.94,,2280,0,0,0,0,19,0.504596491,1167.999999
02/02/15,Quarter1,sweing,Monday,5,0.5,30.1,839,6960,0,0,0,0,58,0.500801724,463.1999999
02/02/15,Quarter1,sweing,Monday,7,0.7,24.26,2698,6720,0,0,0,0,56,0.295307738,327.1999999
02/02/15,Quarter1,finishing ,Monday,6,0.6,2.9,,1200,0,0,0,0,10,0.280333333,463.9999994
02/02/15,Quarter1,sweing,Monday,8,0.65,24.26,1435,6600,0,0,0,0,55,0.260978788,284.0000001
03/02/15,Quarter1,finishing ,Tuesday,2,0.8,3.94,,2400,0,0,0,0,20,1.001416667,2440.000001
03/02/15,Quarter1,sweing,Tuesday,1,0.8,22.52,1500,6900,113,0,0,0,57.5,1.000018551,1225.6
03/02/15,Quarter1,sweing,Tuesday,10,0.8,22.52,1188,6720,90,0,0,0,56,0.999995238,1193.6
03/02/15,Quarter1,finishing ,Tuesday,1,0.8,3.94,,1200,0,0,0,0,10,0.99485,1212
03/02/15,Quarter1,finishing ,Tuesday,8,0.7,4.15,,960,0,0,0,0,8,0.976979167,904.0000003
03/02/15,Quarter1,sweing,Tuesday,3,0.8,22.52,1112,6840,100,0,0,0,57,0.950185965,1154.4
03/02/15,Quarter1,sweing,Tuesday,2,0.8,22.52,1452,6960,100,0,0,0,58,0.949981609,1174.4
03/02/15,Quarter1,finishing ,Tuesday,9,0.75,3.94,,1320,0,0,0,0,11,0.919954545,1232.832487
03/02/15,Quarter1,sweing,Tuesday,4,0.8,22.52,340,5460,63,0,0,0,56.5,0.800434622,917.016574
03/02/15,Quarter1,sweing,Tuesday,12,0.8,15.26,1029,2040,50,0,0,0,35,0.800259023,767.7452226
03/02/15,Quarter1,finishing ,Tuesday,12,0.8,4.08,,1080,0,0,0,0,9,0.778222222,823.9999998
03/02/15,Quarter1,sweing,Tuesday,9,0.75,29.12,1070,6960,34,0,0,0,58,0.750593103,717.5999996
03/02/15,Quarter1,sweing,Tuesday,11,0.7,25.31,946,5760,60,0,0,0,54,0.700513566,697.4690582
03/02/15,Quarter1,sweing,Tuesday,6,0.7,18.79,913,4020,30,0,0,0,33.5,0.700184577,599.1999999
03/02/15,Quarter1,sweing,Tuesday,8,0.7,24.26,1363,6660,0,0,0,0,55.5,0.586465465,643.9999995
03/02/15,Quarter1,sweing,Tuesday,7,0.7,24.26,1639,6720,0,0,0,0,56,0.541517857,599.9999998
03/02/15,Quarter1,finishing ,Tuesday,4,0.8,4.3,,1440,0,0,0,0,12,0.5375,720
03/02/15,Quarter1,finishing ,Tuesday,6,0.7,2.9,,960,0,0,0,0,8,0.495416667,656.0000004
03/02/15,Quarter1,sweing,Tuesday,5,0.6,30.1,415,6960,0,0,0,0,58,0.415172414,384.0000002
04/02/15,Quarter1,sweing,Wednesday,2,0.8,22.52,1263,6900,100,0,0,0,57.5,1.05028058,1287.2
04/02/15,Quarter1,sweing,Wednesday,3,0.8,22.52,968,6840,113,0,0,0,57,1.000230409,1215.2
04/02/15,Quarter1,sweing,Wednesday,10,0.8,22.52,1108,6720,113,0,0,0,56,0.999995238,1193.6
04/02/15,Quarter1,finishing,Wednesday,2,0.8,3.94,,2160,0,0,0,0,18,0.966759259,2119.999999
04/02/15,Quarter1,finishing,Wednesday,1,0.8,3.94,,1200,0,0,0,0,10,0.929183333,1132
04/02/15,Quarter1,finishing,Wednesday,8,0.7,4.15,,3000,0,0,0,0,25,0.915766667,2648.000001
04/02/15,Quarter1,sweing,Wednesday,1,0.8,22.52,1532,6900,88,0,0,0,57.5,0.900147246,1103.2
04/02/15,Quarter1,sweing,Wednesday,12,0.8,15.26,1094,4080,38,0,0,0,34,0.800401961,856.0000002
04/02/15,Quarter1,sweing,Wednesday,9,0.8,22.52,1086,6960,50,0,0,0,58,0.799963218,988.9420954
04/02/15,Quarter1,finishing,Wednesday,7,0.7,3.94,,960,0,0,0,0,8,0.779791667,760.0000003
04/02/15,Quarter1,finishing,Wednesday,9,0.75,3.94,,960,0,0,0,0,8,0.755166667,736.0000003
04/02/15,Quarter1,sweing,Wednesday,6,0.7,18.79,941,3360,30,0,0,0,33,0.700710417,568.3250003
04/02/15,Quarter1,sweing,Wednesday,7,0.7,24.26,1471,6960,0,0,0,0,58,0.700612069,804
04/02/15,Quarter1,sweing,Wednesday,11,0.7,10.05,1042,6120,60,0,0,0,53,0.700278846,1755.923077
04/02/15,Quarter1,sweing,Wednesday,8,0.7,29.12,1248,6840,0,0,0,0,57,0.700135088,657.819231
04/02/15,Quarter1,finishing ,Wednesday,12,0.8,4.08,,1080,0,0,0,0,9,0.687555556,728.0000005
04/02/15,Quarter1,sweing,Wednesday,5,0.65,30.1,326,5820,0,90,10,0,58.5,0.650834808,581.2106192
04/02/15,Quarter1,finishing,Wednesday,6,0.7,2.9,,960,0,0,0,0,8,0.531666667,704.0000004
04/02/15,Quarter1,sweing,Wednesday,4,0.35,30.1,287,6060,23,150,15,0,55.5,0.350706422,303.4018348
05/02/15,Quarter1,sweing,Thursday,2,0.8,22.52,1300,6780,113,0,0,0,56.5,1.000446018,1204.8
05/02/15,Quarter1,sweing,Thursday,1,0.8,22.52,1485,6900,113,0,0,0,57.5,1.000018551,1225.6
05/02/15,Quarter1,sweing,Thursday,10,0.8,22.52,1039,6720,113,0,0,0,56,0.999995238,1193.6
05/02/15,Quarter1,finishing,Thursday,2,0.8,3.94,,2640,0,0,0,0,22,0.999924242,2679.999999
05/02/15,Quarter1,sweing,Thursday,3,0.8,22.52,1063,6840,100,0,0,0,57,0.950185965,1154.4
05/02/15,Quarter1,finishing,Thursday,6,0.7,2.9,,960,0,0,0,0,8,0.9425,1248
05/02/15,Quarter1,finishing,Thursday,12,0.8,4.08,,1080,0,0,0,0,9,0.906666667,960.0000004
05/02/15,Quarter1,finishing,Thursday,7,0.7,3.94,,1200,0,0,0,0,10,0.8471,1032
05/02/15,Quarter1,finishing,Thursday,1,0.8,3.94,,1440,0,0,0,0,12,0.845458333,1236
05/02/15,Quarter1,sweing,Thursday,12,0.8,15.26,1083,720,38,0,0,0,34,0.800612676,679.9436619
05/02/15,Quarter1,sweing,Thursday,9,0.8,29.12,1069,6960,50,0,0,0,58,0.799963218,764.7999996
05/02/15,Quarter1,finishing,Thursday,10,0.8,3.94,,960,0,0,0,0,8,0.771583333,751.9999997
05/02/15,Quarter1,sweing,Thursday,11,0.75,10.05,668,2520,34,0,0,0,26,0.7504,887.04
05/02/15,Quarter1,sweing,Thursday,6,0.7,18.79,766,2760,30,0,0,0,33,0.700079032,545.4580643
05/02/15,Quarter1,sweing,Thursday,5,0.7,30.1,557,6960,0,0,0,0,58,0.562212644,520.0000003
05/02/15,Quarter1,sweing,Thursday,7,0.07,24.26,1608,6960,0,0,0,0,58,0.522844828,600.0000005
05/02/15,Quarter1,sweing,Thursday,4,0.5,30.1,417,6360,23,0,0,1,53,0.500720126,423.2000002
05/02/15,Quarter1,sweing,Thursday,8,0.7,24.26,1167,6840,0,0,0,0,57,0.496549708,560.0000004
07/02/15,Quarter1,finishing,Saturday,2,0.8,3.94,,3000,0,0,0,0,25,1.050666667,3200.000001
07/02/15,Quarter1,sweing,Saturday,2,0.8,22.52,1186,6900,113,0,0,0,58,1.000018551,1233.593044
07/02/15,Quarter1,sweing,Saturday,3,0.8,22.52,1060,6840,100,0,0,0,57,0.950185965,1154.4
07/02/15,Quarter1,sweing,Saturday,1,0.8,22.52,1534,6780,88,0,0,0,57,0.900135693,1091.19469
07/02/15,Quarter1,sweing,Saturday,10,0.8,22.52,1142,6720,88,0,0,0,56,0.900129762,1074.4
07/02/15,Quarter1,finishing,Saturday,12,0.8,4.08,,1080,0,0,0,0,9,0.899111111,951.9999999
07/02/15,Quarter1,finishing,Saturday,1,0.8,3.94,,1200,0,0,0,0,10,0.870083333,1060
07/02/15,Quarter1,finishing,Saturday,6,0.75,2.9,,960,0,0,0,0,8,0.845833333,1120
07/02/15,Quarter1,sweing,Saturday,12,0.8,15.26,1021,4080,63,0,0,0,34,0.800401961,856.0000002
07/02/15,Quarter1,sweing,Saturday,9,0.8,29.12,829,6960,50,0,0,0,58,0.799963218,764.7999996
07/02/15,Quarter1,finishing,Saturday,9,0.8,3.94,,960,0,0,0,0,8,0.771583333,751.9999997
07/02/15,Quarter1,sweing,Saturday,6,0.75,18.79,813,1560,34,0,0,0,33,0.750520115,536.8275862
07/02/15,Quarter1,sweing,Saturday,11,0.75,10.05,677,3240,45,0,0,0,27,0.750027778,967.2000003
07/02/15,Quarter1,finishing,Saturday,7,0.7,3.94,,1200,0,0,0,0,10,0.715766667,872.0000004
07/02/15,Quarter1,sweing,Saturday,7,0.7,24.26,658,6960,0,270,45,0,58,0.662270115,760.0000001
07/02/15,Quarter1,sweing,Saturday,4,0.6,30.1,486,6780,30,0,0,1,57,0.600224189,544.3893807
07/02/15,Quarter1,sweing,Saturday,5,0.7,30.1,687,7500,0,0,0,0,59,0.545657673,521.0033728
07/02/15,Quarter1,finishing,Saturday,4,0.8,4.3,,960,0,0,0,0,8,0.447916667,400.0000003
07/02/15,Quarter1,sweing,Saturday,8,0.7,24.26,652,6840,0,300,37,0,57,0.365318713,411.9999995
08/02/15,Quarter2,sweing,Sunday,2,0.8,22.52,1233,6900,113,0,0,0,57.5,1.000018551,1225.6
08/02/15,Quarter2,finishing,Sunday,7,0.7,4.15,,1440,0,0,0,0,12,0.928680556,1288.963856
08/02/15,Quarter2,sweing,Sunday,10,0.8,22.52,1388,6720,88,0,0,0,56,0.9008,1075.2
08/02/15,Quarter2,sweing,Sunday,1,0.8,22.52,1615,6780,88,0,0,0,56.5,0.900135693,1084
08/02/15,Quarter2,sweing,Sunday,3,0.8,22.52,1283,6720,88,0,0,0,56,0.900129762,1074.4
08/02/15,Quarter2,finishing,Sunday,1,0.8,3.94,,1200,0,0,0,0,10,0.893066667,1088
08/02/15,Quarter2,finishing,Sunday,12,0.8,4.08,,1080,0,0,0,0,9,0.891555556,944.0000005
08/02/15,Quarter2,finishing,Sunday,2,0.8,3.94,,2160,0,0,0,0,18,0.875555556,1920.000001
08/02/15,Quarter2,finishing,Sunday,8,0.7,4.15,,1800,0,0,0,0,15,0.840888889,1458.891566
08/02/15,Quarter2,sweing,Sunday,12,0.8,15.26,1026,2880,63,0,0,0,34,0.800355208,793.0124997
08/02/15,Quarter2,sweing,Sunday,9,0.8,29.12,909,6960,50,0,0,0,58,0.799963218,764.7999996
08/02/15,Quarter2,sweing,Sunday,6,0.75,18.79,670,3960,34,0,0,0,33,0.75065101,632.7999999
08/02/15,Quarter2,sweing,Sunday,11,0.75,10.05,629,3240,45,0,0,0,27,0.750027778,967.2000003
08/02/15,Quarter2,sweing,Sunday,5,0.7,30.1,754,7020,0,0,0,0,58.5,0.700618234,653.6000004
08/02/15,Quarter2,finishing,Sunday,6,0.75,2.9,,960,0,0,0,0,8,0.610208333,807.9999996
08/02/15,Quarter2,finishing,Sunday,9,0.8,3.94,,960,0,0,0,0,8,0.607416667,592.0000003
08/02/15,Quarter2,sweing,Sunday,4,0.65,30.1,712,6780,44,0,0,1,56.5,0.568259587,512
08/02/15,Quarter2,sweing,Sunday,7,0.7,24.26,148,6960,0,0,0,0,58,0.355534483,408.0000003
08/02/15,Quarter2,sweing,Sunday,8,0.7,24.26,154,6840,0,0,0,0,57,0.353259649,398.3999999
09/02/15,Quarter2,finishing,Monday,2,0.8,3.94,,2160,0,0,0,0,18,1.057962963,2320
09/02/15,Quarter2,finishing,Monday,1,0.8,3.94,,1200,0,0,0,0,10,0.962016667,1172
09/02/15,Quarter2,sweing,Monday,10,0.8,22.52,1127,120,88,0,0,0,56,0.9008,811.2
09/02/15,Quarter2,sweing,Monday,1,0.8,22.52,1506,3600,70,0,0,0,57,0.900509044,964.4883722
09/02/15,Quarter2,sweing,Monday,2,0.8,22.52,1413,360,70,0,0,0,57,0.900477825,834.9012871
09/02/15,Quarter2,finishing,Monday,6,0.75,2.9,,960,0,0,0,0,8,0.888125,1176
09/02/15,Quarter2,sweing,Monday,12,0.8,15.26,970,4080,63,0,0,0,34,0.800401961,856.0000002
09/02/15,Quarter2,sweing,Monday,3,0.8,22.52,1271,5400,50,0,0,0,57,0.800161172,920.9670328
09/02/15,Quarter2,sweing,Monday,9,0.8,29.12,1073,6960,50,0,0,0,58,0.799963218,764.7999996
09/02/15,Quarter2,sweing,Monday,4,0.7,30.1,767,3300,50,0,0,1,57,0.790003236,625.1786406
09/02/15,Quarter2,sweing,Monday,11,0.75,10.05,103,0,45,0,0,0,54,0.750648148,1452
09/02/15,Quarter2,finishing,Monday,8,0.35,4.15,,1800,0,0,0,0,15,0.707111111,1226.795181
09/02/15,Quarter2,sweing,Monday,5,0.7,30.1,773,7020,40,0,0,0,58,0.700618234,649.4102568
09/02/15,Quarter2,finishing,Monday,9,0.8,3.94,,960,0,0,0,0,8,0.697708333,679.9999997
09/02/15,Quarter2,sweing,Monday,6,0.75,18.79,708,4080,0,0,0,0,34,0.612517157,532.0000001
09/02/15,Quarter2,sweing,Monday,7,0.35,30.1,842,6960,0,0,0,1,58,0.350301724,323.9999999
09/02/15,Quarter2,sweing,Monday,8,0.35,30.1,901,6960,0,0,0,1,58,0.350301724,323.9999999
09/02/15,Quarter2,finishing,Monday,12,0.8,4.08,,1080,0,0,0,0,9,0.272,288
10/02/15,Quarter2,finishing,Tuesday,12,0.8,4.08,,1080,0,0,0,0,9,1.004888889,1064
10/02/15,Quarter2,finishing,Tuesday,2,0.8,3.94,,2160,0,0,0,0,18,0.966759259,2119.999999
10/02/15,Quarter2,sweing,Tuesday,10,0.8,22.52,1268,0,88,0,0,0,56,0.90063244,806.2499996
10/02/15,Quarter2,sweing,Tuesday,1,0.8,22.52,1546,0,88,0,0,0,57,0.90047076,820.4999998
10/02/15,Quarter2,sweing,Tuesday,3,0.8,22.52,813,0,88,0,0,0,57,0.90047076,820.4999998
10/02/15,Quarter2,sweing,Tuesday,2,0.8,22.52,1512,0,88,0,0,0,57,0.899984058,820.0565218
10/02/15,Quarter2,finishing,Tuesday,1,0.8,3.94,,1440,0,0,0,0,12,0.853666667,1248
10/02/15,Quarter2,sweing,Tuesday,9,0.8,29.12,1263,2160,38,0,0,0,58,0.8008,633.6
10/02/15,Quarter2,sweing,Tuesday,12,0.8,15.26,900,4080,50,0,0,0,34,0.800401961,856.0000002
10/02/15,Quarter2,finishing,Tuesday,4,0.7,4.15,,1800,0,0,0,0,15,0.796755556,1382.322892
10/02/15,Quarter2,sweing,Tuesday,6,0.75,18.79,640,2400,0,0,0,0,34,0.750797009,584.9743593
10/02/15,Quarter2,sweing,Tuesday,11,0.8,10.05,13,3240,34,0,0,0,54,0.750648148,1694
10/02/15,Quarter2,sweing,Tuesday,5,0.75,30.1,855,7020,45,0,0,0,58,0.750356125,695.5128202
10/02/15,Quarter2,finishing,Tuesday,8,0.35,4.15,,960,0,0,0,0,8,0.703770833,651.1999997
10/02/15,Quarter2,sweing,Tuesday,4,0.7,30.1,855,7020,40,0,0,1,58,0.700618234,649.4102568
10/02/15,Quarter2,finishing,Tuesday,9,0.8,3.94,,960,0,0,0,0,8,0.6895,672
10/02/15,Quarter2,finishing,Tuesday,6,0.75,2.9,,960,0,0,0,0,8,0.628333333,831.9999996
10/02/15,Quarter2,sweing,Tuesday,7,0.5,30.1,1025,6960,23,0,0,1,58,0.500801724,463.1999999
10/02/15,Quarter2,sweing,Tuesday,8,0.5,30.1,1061,6960,30,0,0,1,58,0.393548851,364.0000004
11/02/15,Quarter2,finishing,Wednesday,4,0.7,4.15,,1800,0,0,0,0,15,1.033155556,1792.462651
11/02/15,Quarter2,finishing,Wednesday,12,0.8,4.08,,1080,0,0,0,0,9,1.02,1080
11/02/15,Quarter2,sweing,Wednesday,2,0.8,22.52,1557,0,90,0,0,0,57.5,1.000344928,919.5000004
11/02/15,Quarter2,sweing,Wednesday,1,0.8,22.52,1498,0,113,0,0,0,57,1.000065789,911.2499996
